"ID","state","state_abbr","reg_rule_abbr","reg_indicator","reg_x","n_id","n_rule","n_type","n_state","reg_type","reg_type_label","reg_rule","reg_rule_label","reg_action","reg_action_label","reg_body","reg_body_label","code_univ_cite","code_state","code_label","code_annotated","code_division","code_section","code_section1","code_section2","code_text","notes","code_year_enacted","code_change_year","code_change_type","section_original","v0","v1","section_code_re","section1","first_element","IDx","idn","id1","id2","id3","id4","type_body_combined","ALLSECTXT"
"MA-HOSPCON-FILING-OT-001","Massachusetts","MA","RF","Yes",1,1,1,4,45,"HOSPCON","Notice, Oversight or Filing of Hospital Conversions","FILING","Requires Filing","REQMNT","requirement","OT","Other","MA Code § 8A","massachusetts","Code","no",,"{SS}: 8A","{SS}: 8A","{SS}: 8A","Section 8A. (a) A corporation may authorize, by vote of two-thirds of its members entitled to vote thereon or, in the case of a corporation having capital stock, by the holders of two-thirds of its capital stock entitled to vote thereon, at a meeting duly called for the purpose, with notice given as provided in section six B, the sale, lease, exchange or other disposition of all or substantially all of its property and assets upon such terms and conditions as it deems expedient, except that no such vote shall be required if such transaction does not involve or will not result in a material change in the nature of the activities conducted by the corporation. (b) The authorization by members of the mortgage or pledge of, or granting of a security interest in, property or assets of a corporation shall not be necessary except to the extent that the corporation's articles of organization or by-laws provide otherwise. (c) A corporation constituting a public charity shall give written notice to the attorney general not less than thirty days before making any sale, lease, exchange, or other disposition not referred to in subsection (b) of all or substantially all of its property and assets if that sale, lease, exchange or other disposition involves or will result in a material change in the nature of the activities conducted by the corporation, except that no such notice shall be required if a written waiver of such notice is executed by the attorney general before or after such sale, lease, exchange or other disposition. A certificate signed by an officer of the corporation which states that notice was not required, that notice was given, or that notice was waived by the attorney general, with respect to any sale, lease, exchange or other disposition of property by the corporation shall be conclusive in favor of any purchaser, lessee, transferee or other person relying thereon for purposes of determining compliance with the provisions of this subsection. (d)(1) A nonprofit acute-care hospital, as defined in section 25B of chapter 111, or a nonprofit health maintenance organization as defined in chapter 176G shall give written notice of not less than 90 days to the attorney general and to the commissioner of public health if such notice concerns a nonprofit health maintenance organization, before it enters into a sale, lease, exchange, or other disposition of a substantial amount of its assets or operations with a person or entity other than a public charity. No such notice shall be required if a written waiver of such notice is executed by the attorney general. When investigating the proposed transaction, the attorney general shall consider any factors that the attorney general deems relevant, including, but not limited to, whether: (i) the proposed transaction complies with applicable general nonprofit and charities law; (ii) due care was followed by the nonprofit entity; (iii) conflict of interest was avoided by the nonprofit entity at all phases of decision making; (iv) fair value will be received for the nonprofit assets; and (v) the proposed transaction is in the public interest. (2) The attorney general shall assess the entity proposing to receive such assets or operations for reasonable costs related to, and shall expend such amounts for the review of the proposed transaction, as determined by the attorney general to be necessary. Such reasonable costs may include expert review of the transaction, a process for educating the public about the transaction and obtaining public input, and administrative costs. All materials filed by the parties in the course of the attorney general's review shall be made available for public inspection pursuant to section 10 of chapter 66 and section 7 of chapter 4. (3) The attorney general shall, during the course of his investigation, hold at least one public hearing, in a location convenient to the population served by the nonprofit entity, at which any person may file written comments and exhibits or appear and make a statement. At least 21 days in advance of the public hearing, the nonprofit entity shall publish notice of the hearing in a newspaper of general circulation where the entity is located. The notice shall include the name of the nonprofit entity, the name of the acquirer, or other parties to the proposed transaction, the nature of the proposed transaction and the anticipated consideration that will be paid by the acquirer. In addition, the notice shall offer to provide to any person upon request to the nonprofit entity a detailed summary of the proposed transaction and copies of all transaction and collateral agreements. As defined in section 7 of chapter 4, compliance with this notice requirement will not require disclosure of confidential trade secret, commercial or financial information contained in schedules or exhibits of those agreements. (4) If a charitable fund results from the transaction, and if the nonprofit entity making the disposition does not continue its operation of a nonprofit hospital or nonprofit health maintenance organization, the governance of the charitable fund shall be subject to review by the attorney general and approval by the court. The governance of the charitable fund shall be broadly based in the community historically served by the predecessor nonprofit acute care hospital or health maintenance organization and shall be independent of the new for-profit entity. The attorney general shall conduct a public hearing in connection with his review of the plan for the governance of the resulting charitable fund. An appropriate portion of any resulting proceeds shall, if determined to be necessary by the attorney general, be used for assistance in the development of a community-based plan for the use of the resulting charitable fund. (5) The entity receiving such assets or operations shall, if determined to be necessary by the attorney general in consultation with the department of public health, provide the funds, in an amount determined by the commissioner of public health, for the hiring by the department of public health of an independent health care access monitor to monitor and report quarterly to the attorney general, the department of public health and the committee on health care on community health care access by the entity, including levels of free care provided by the entity. The funding shall be provided for three years after the transaction. The entity receiving such assets or operations shall provide the monitor with appropriate access to the entity's records in order to enable the monitor to fulfill this function. To prevent the duplication of any information already reported by the entity, the monitor shall, to the extent possible, utilize data already provided by the entity to the center for health information and analysis under chapter 12C or to any other agency. No personal identifiers shall be attached to any of the records obtained by the monitor and all such records shall be subject to the privacy and confidentiality provisions of section 70E of chapter 111. (6) No officer, director, incorporator, member, employee, staff, physician, expert or advisor of the nonprofit entity making the disposition shall derive improper benefit from the transaction. The officers, directors, incorporators, members, senior managers, staff, physicians, experts and advisors of the nonprofit entity making the disposition shall be prohibited from investing in the for-profit entity for a period of three years following such disposition.","Mass. Gen. Laws Ann. ch. 180, § 8A",,,,,,,,,,"MA-HOSPCON-FILING-OT",1,"18","1097","id-ma-020","id-1097","Requires Filing - Other","{SS}: 8A ;; {SS}: 8A"
"MA-AUDITFI-AUDITS-NS-001","Massachusetts","MA","RA","Yes",1,1,1,2,45,"AUDITFI","Audits","AUDITS","Requires Audit","REQMNT","requirement","NS","Not Specific","MA Code § 8F",,"Code","no",,"{SS}: 8F","{SS}: 8F","",,"Mass. Gen. Laws ch. 12, § 8F",,,,,,,,,,"MA-AUDITFI-AUDITS-NS",1,"19","1098","id-ma-021","id-1098","Requires Audit","{SS}: 8F"
"MA-AUDITFI-THRESH-NS-001","Massachusetts","MA","AT","$500,000",1,1,1,2,45,"AUDITFI","Audits","THRESH","Audit Threshold","REQMNT","requirement","NS","Not Specific","",,"Code","no",,"","","",,"$500,000; $200,000 - $500,000 financial statement reviewed or audited by indpendent CPA",,,,,,,,,,"MA-AUDITFI-THRESH-NS",1,"20","1099","id-ma-022","id-1099","Audit Threshold",""
"MA-REGILAW-REGIST-NS-001","Massachusetts","MA","RL","Yes",1,1,1,1,45,"REGILAW","Registration Law","REGIST","Registration Law","EXMPTN","exemption","NS","Not Specific","MA Code § 19","massachusetts","Code","no",,"{SS}: 19","{SS}: 19","{SS}: 19","Section 19. No fine or notice of intention to impose a fine by any union or any other association, incorporated or unincorporated, or by any authorized representative thereof, upon any member, according to the rules to which such member has agreed to conform, shall be held to be unlawful or coercive as to such member or as to any other person; provided, that such fine is reasonable in amount and is for a legal purpose.","M.G.L.A. 68 §§ 19, 19A",,,,,,,,,,"MA-REGILAW-REGIST-NS",1,"21","1100","id-ma-023","id-1100","Registration Law","{SS}: 19 ;; {SS}: 19"
"MA-ORGTYPE-RELIGI-NS-001","Massachusetts","MA","RO","Yes",1,1,1,14,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","RELIGI","Religious Organizations","EXMPTN","exemption","NS","Not Specific","MA Code § 20(1)",,"Code","no",,"{SS}: 20(1)","{SS}: 20(1)","",,"M.G.L.A. 68 § 20(1)",,,,,,,,,,"MA-ORGTYPE-RELIGI-NS",1,"22","1101","id-ma-024","id-1101","Religious Organizations","{SS}: 20(1)"
"MA-ORGTYPE-SMALLO-NS-001","Massachusetts","MA","SO","Yes",1,1,1,14,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","SMALLO","Small organizations","EXMPTN","exemption","NS","Not Specific","MA Code § 20(2)",,"Code","no",,"{SS}: 20(2)","{SS}: 20(2)","",,"M.G.L.A. 68 § 20(2) ($5k OR 10 contributors)",,,,,,,,,,"MA-ORGTYPE-SMALLO-NS",1,"23","1102","id-ma-025","id-1102","Small organizations","{SS}: 20(2)"
"MA-ORGTYPE-EDUCAT-NS-001","Massachusetts","MA","EI","No",1,1,1,14,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","EDUCAT","Educational Institutions","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MA-ORGTYPE-EDUCAT-NS",1,"24","1103","id-ma-026","id-1103","Educational Institutions",""
"MA-ORGTYPE-GOVMNT-NS-001","Massachusetts","MA","GO","No",1,1,1,14,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","GOVMNT","Governmental Organizations","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MA-ORGTYPE-GOVMNT-NS",1,"25","1104","id-ma-027","id-1104","Governmental Organizations",""
"MA-ORGTYPE-HOSPIT-NS-001","Massachusetts","MA","HO","No",1,1,1,14,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","HOSPIT","Hospitals","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MA-ORGTYPE-HOSPIT-NS",1,"26","1105","id-ma-028","id-1105","Hospitals",""
"MA-ORGTYPE-VETERA-NS-001","Massachusetts","MA","VO","No",1,1,1,14,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","VETERA","Veterans organizations","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MA-ORGTYPE-VETERA-NS",1,"27","1106","id-ma-029","id-1106","Veterans organizations",""
"MA-ORGTYPE-FNDYES-NS-001","Massachusetts","MA","FD","No",1,1,1,14,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","FNDYES","Foundations","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MA-ORGTYPE-FNDYES-NS",1,"28","1107","id-ma-030","id-1107","Foundations",""
"MA-ORGTYPE-FNDNOS-NS-001","Massachusetts","MA","FS","No",1,1,1,14,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","FNDNOS","Foundations that don't solicit contributions","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MA-ORGTYPE-FNDNOS-NS",1,"29","1108","id-ma-031","id-1108","Foundations that don't solicit contributions",""
"MA-ORGTYPE-CTRUST-NS-001","Massachusetts","MA","CT","No",1,1,1,14,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","CTRUST","Charitable Trusts","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MA-ORGTYPE-CTRUST-NS",1,"30","1109","id-ma-032","id-1109","Charitable Trusts",""
"MA-ORGTYPE-PTOEDU-NS-001","Massachusetts","MA","PT","No",1,1,1,14,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","PTOEDU","Parent-Teacher Organizations","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MA-ORGTYPE-PTOEDU-NS",1,"31","1110","id-ma-033","id-1110","Parent-Teacher Organizations",""
"MA-ORGTYPE-CONGRE-NS-001","Massachusetts","MA","RC","No",1,1,1,14,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","CONGRE","Reports to congress","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MA-ORGTYPE-CONGRE-NS",1,"32","1111","id-ma-034","id-1111","Reports to congress",""
"MA-ORGTYPE-NONSOL-NS-001","Massachusetts","MA","NS","Yes",1,1,1,14,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","NONSOL","Non-soliciting","EXMPTN","exemption","NS","Not Specific","MA Code § 19","massachusetts","Code","no",,"{SS}: 19","{SS}: 19","{SS}: 19","Section 19. No fine or notice of intention to impose a fine by any union or any other association, incorporated or unincorporated, or by any authorized representative thereof, upon any member, according to the rules to which such member has agreed to conform, shall be held to be unlawful or coercive as to such member or as to any other person; provided, that such fine is reasonable in amount and is for a legal purpose.","M.G.L.A. 68 § 19",,,,,,,,,,"MA-ORGTYPE-NONSOL-NS",1,"33","1112","id-ma-035","id-1112","Non-soliciting","{SS}: 19 ;; {SS}: 19"
"MA-ORGTYPE-MEMFRA-NS-001","Massachusetts","MA","FM","No",1,1,1,14,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","MEMFRA","Fraternal/ Membership","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MA-ORGTYPE-MEMFRA-NS",1,"34","1113","id-ma-036","id-1113","Fraternal/ Membership",""
"MA-ORGTYPE-POLITI-NS-001","Massachusetts","MA","PO","No",1,1,1,14,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","POLITI","Political Orgs","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MA-ORGTYPE-POLITI-NS",1,"35","1114","id-ma-037","id-1114","Political Orgs",""
"MA-ORGTYPE-OTHTYP-NS-000","Massachusetts","MA","OT",,0,0,0,14,45,"ORGTYPE","Exemptions from Registering for Specific Organization Types","OTHTYP","Other","EXMPTN","exemption","NS","Not Specific","",,"Code","no",,"","","",,,,,,,,,,,,"MA-ORGTYPE-OTHTYP-NS",0,"36","1115","id-ma-038","id-1115","Other",""
"MA-REMEDYT-DISSOL-NS-001","Massachusetts","MA","DS","Yes",1,1,1,2,45,"REMEDYT","Defined remedies","DISSOL","Dissolution","REMEDY","remedy","NS","Not Specific","MA Code § 11B","massachusetts","Code","no",,"{SS}: 11B","{SS}: 11B","{SS}: 11B","Section 11B. If any charitable corporation described in section eleven A fails to comply for two consecutive years with the provisions of section eight F of chapter twelve requiring the filing of annual financial reports with the office of the attorney general, or if the attorney general is satisfied that such corporation has become inactive and that its dissolution would be in the public interest, the attorney general may petition the supreme judicial court for the dissolution of such corporation, requesting the court to authorize the administration of its funds for such similar public charitable purposes as the court may determine, and the court, after notice by mail or otherwise as it may order, may dissolve such corporation. The attorney general may include as many corporations in a single application as he deems fit, and the court may include in its decree any or all of said corporations. The clerk of the supreme judicial court shall submit to the commissioner of revenue a list of corporations so dissolved.","M.G.L.A. 180 § 11B",,,,,,,,,,"MA-REMEDYT-DISSOL-NS",1,"37","1116","id-ma-039","id-1116","Dissolution","{SS}: 11B ;; {SS}: 11B"
"MA-REMEDYT-BRDRMV-NS-001","Massachusetts","MA","RM","No",1,1,1,2,45,"REMEDYT","Defined remedies","BRDRMV","Removal of Board Members","REMEDY","remedy","NS","Not Specific","",,"Code","no",,"","","",,"No",,,,,,,,,,"MA-REMEDYT-BRDRMV-NS",1,"38","1117","id-ma-040","id-1117","Removal of Board Members",""
"MA-FNDRAZE-COMREG-NS-001","Massachusetts","MA","CF","Yes",1,1,1,7,45,"FNDRAZE","Oversight of professional fundraisers","COMREG","Does the state require registration by commercial fundraisers?","REQMNT","requirement","NS","Not Specific","MA Code § 24","massachusetts","Code","no",,"{SS}: 24","{SS}: 24","{SS}: 24","Section 24. The working methods of any such corporation and the dairies in which milk is produced under contract with it shall at all times be subject to investigation by the department of public health.","Mass. Gen. Laws ch. 68, § 24",,,,,,,,,,"MA-FNDRAZE-COMREG-NS",1,"39","1118","id-ma-041","id-1118","Does the state require registration by commercial fundraisers?","{SS}: 24 ;; {SS}: 24"
"MA-FNDRAZE-COUNSL-NS-001","Massachusetts","MA","FC","Yes",1,1,1,7,45,"FNDRAZE","Oversight of professional fundraisers","COUNSL","Does the state require registration by fundraising counsel?","REQMNT","requirement","NS","Not Specific","MA Code § 24","massachusetts","Code","no",,"{SS}: 24","{SS}: 24","{SS}: 24","Section 24. The working methods of any such corporation and the dairies in which milk is produced under contract with it shall at all times be subject to investigation by the department of public health.","Mass. Gen. Laws ch. 68, § 24",,,,,,,,,,"MA-FNDRAZE-COUNSL-NS",1,"40","1119","id-ma-042","id-1119","Does the state require registration by fundraising counsel?","{SS}: 24 ;; {SS}: 24"
"MA-FNDRAZE-VENTUR-NS-001","Massachusetts","MA","CC","Yes",1,1,1,7,45,"FNDRAZE","Oversight of professional fundraisers","VENTUR","Does the state oversee commercial-coventuring (e.g. by requiring that the co-venture be registered or by requiring that the charitable organization files the co-venture contract)?","REQMNT","requirement","NS","Not Specific","MA Code § 24","massachusetts","Code","no",,"{SS}: 24","{SS}: 24","{SS}: 24","Section 24. The working methods of any such corporation and the dairies in which milk is produced under contract with it shall at all times be subject to investigation by the department of public health.","Mass. Gen. Laws ch. 68, § 24",,,,,,,,,,"MA-FNDRAZE-VENTUR-NS",1,"41","1120","id-ma-043","id-1120","Does the state oversee commercial-coventuring (e.g. by requiring that the co-venture be registered or by requiring that the charitable organization files the co-venture contract)?","{SS}: 24 ;; {SS}: 24"
"MA-FNDRAZE-NOTICE-NS-000","Massachusetts","MA","NT","No",0,0,0,7,45,"FNDRAZE","Oversight of professional fundraisers","NOTICE","Does the state require the fundraisers to provide notice to the regulator before any solicitation campaign (in addition to annual registration and/or filing the contract)?","REQMNT","requirement","NS","Not Specific","",,"Code","no",,"","","",,,,,,,,,,,,"MA-FNDRAZE-NOTICE-NS",0,"42","1121","id-ma-044","id-1121","Does the state require the fundraisers to provide notice to the regulator before any solicitation campaign (in addition to annual registration and/or filing the contract)?",""
"MA-FNDRAZE-DDONOR-NS-001","Massachusetts","MA","SD","Yes",1,1,1,7,45,"FNDRAZE","Oversight of professional fundraisers","DDONOR","Does the state require specified disclosures to donors?","REQMNT","requirement","NS","Not Specific","MA Code § 23","massachusetts","Code","no",,"{SS}: 23","{SS}: 23","{SS}: 23","Section 23. Every such corporation may enter into written agreements with any dairymen for the production of milk under the supervision of such corporation and prescribe in such agreements the conditions under which such milk shall be produced, which, however, shall be approved by the department of public health and shall not fall below the standards of purity and quality for certified milk as fixed by the American Association of Medical Milk Commissions and the standards for milk fixed by law.","Mass. Gen. Laws ch. 68, § 23: Solicitation disclosures",,,,,,,,,,"MA-FNDRAZE-DDONOR-NS",1,"43","1122","id-ma-045","id-1122","Does the state require specified disclosures to donors?","{SS}: 23 ;; {SS}: 23"
"MA-FNDRAZE-CNTRCT-NS-001","Massachusetts","MA","FF","Yes",1,1,1,7,45,"FNDRAZE","Oversight of professional fundraisers","CNTRCT","Does the state require a copy of any contract between a charitable organization and a commercial fundraiser or fundraising counsel be filed with the regulator?","REQMNT","requirement","NS","Not Specific","MA Code § 22","massachusetts","Code","no",,"{SS}: 22","{SS}: 22","{SS}: 22","Section 22. No member of any such corporation shall receive directly or indirectly therefrom, or from any dairymen producing milk under agreement with the corporation, any salary or emolument or any compensation of any kind for any services rendered as a member of such corporation, or for any services rendered under sections twenty to twenty-five, inclusive. Whoever violates this section shall be punished by a fine of one hundred dollars, and shall be removed from his office as a member of said corporation and thereafter be disqualified from becoming a member of any such corporation.","Mass. Gen. Laws ch. 68, § 22",,,,,,,,,,"MA-FNDRAZE-CNTRCT-NS",1,"44","1123","id-ma-046","id-1123","Does the state require a copy of any contract between a charitable organization and a commercial fundraiser or fundraising counsel be filed with the regulator?","{SS}: 22 ;; {SS}: 22"
"MA-FNDRAZE-ANNUAL-NS-001","Massachusetts","MA","AF","Yes",1,1,1,7,45,"FNDRAZE","Oversight of professional fundraisers","ANNUAL","Does the state require annual financial reporting by commercial fundraisers?","REQMNT","requirement","NS","Not Specific","MA Code § 24","massachusetts","Code","no",,"{SS}: 24","{SS}: 24","{SS}: 24","Section 24. The working methods of any such corporation and the dairies in which milk is produced under contract with it shall at all times be subject to investigation by the department of public health.","Mass. Gen. Laws ch. 68, § 24",,,,,,,,,,"MA-FNDRAZE-ANNUAL-NS",1,"45","1124","id-ma-047","id-1124","Does the state require annual financial reporting by commercial fundraisers?","{SS}: 24 ;; {SS}: 24"
"MA-REPORTS-FINANC-NS-001","Massachusetts","MA","RG","Yes",1,1,1,7,45,"REPORTS","Notice, Filing or Review of Transactions","FINANC","Does the state require annual financial reporting by charitable organizations in addition to filing a copy of the 990 with the regulator (if filing 990 is required)?","REQMNT","requirement","NS","Not Specific","",,"Code","no",,"","","",,"Yes, charities that raise over $200k must file both 990 and an additional financial statement",,,,,,,,,,"MA-REPORTS-FINANC-NS",1,"46","1125","id-ma-048","id-1125","Does the state require annual financial reporting by charitable organizations in addition to filing a copy of the 990 with the regulator (if filing 990 is required)?",""
"MA-FNDRAZE-BONDNG-NS-001","Massachusetts","MA","BO","Yes",1,1,1,7,45,"FNDRAZE","Oversight of professional fundraisers","BONDNG","Does the state require bonding of professional fundraisers?","REQMNT","requirement","NS","Not Specific","MA Code § 24","massachusetts","Code","no",,"{SS}: 24","{SS}: 24","{SS}: 24","Section 24. The working methods of any such corporation and the dairies in which milk is produced under contract with it shall at all times be subject to investigation by the department of public health.","Commercial co-venturers and professional solicitors shall, at the time of making application, file with and have approved by the division a bond in which the applicant shall be the principal obligor in the sum of $25,000 with one or more sureties satisfactory to the division whose liability in the aggregate shall at least equal said sum. Each completed registration shall be valid for one calendar year or a part thereof and may be renewed for additional one-year periods upon written application under oath, the filing of all contracts or agreements, any required bonds and the fee. Mass. Gen. Laws ch. 68, § 24",,,,,,,,,,"MA-FNDRAZE-BONDNG-NS",1,"47","1126","id-ma-049","id-1126","Does the state require bonding of professional fundraisers?","{SS}: 24 ;; {SS}: 24"
"MI-BIFURCD-BIFURC-NS-001","Michigan","MI","BF","No",1,1,1,2,41,"BIFURCD","Bifurcation of charitable regulatory body","BIFURC","Bifurcated Regulatory Structure","REQMNT","requirement","NS","Not Specific","MI Code § 400.271",,"Code","no",,"{SS}: 400.271","{SS}: 400.271","",,"NO - M.C.L. 400.271 et seq.",,,,,,,,,,"MI-BIFURCD-BIFURC-NS",1,"1","1128","id-mi-001","id-1128","Bifurcated","{SS}: 400.271"
"MI-BIFURCD-REGIOF-NS-001","Michigan","MI","RE",,1,1,1,2,41,"BIFURCD","Bifurcation of charitable regulatory body","REGIOF","Registration Office","REQMNT","requirement","NS","Not Specific","",,"Code","no",,"","","",,"Michigan Dept. of the Attorney General www.mi.gov/charity",,,,,,,,,,"MI-BIFURCD-REGIOF-NS",1,"2","1129","id-mi-002","id-1129","Registration Office",""
"MI-REPORTS-ASSETS-AG-001","Michigan","MI","SA","Yes",1,1,2,7,41,"REPORTS","Notice, Filing or Review of Transactions","ASSETS","Sale of Assets","REQMNT","requirement","AG","Attorney General","MI Code § 14.251",,"Code","no",,"{SS}: 14.251","{SS}: 14.251","",,"M.C.L. 14.251",,,,,,,,,,"MI-REPORTS-ASSETS-AG",1,"3","1130","id-mi-003","id-1130","Sale of Assets - AG","{SS}: 14.251"
"MI-REPORTS-ASSETS-OT-001","Michigan","MI","SA","No",1,1,2,7,41,"REPORTS","Notice, Filing or Review of Transactions","ASSETS","Sale of Assets","REQMNT","requirement","OT","Other","",,"Code","no",,"","","",,"NO",,,,,,,,,,"MI-REPORTS-ASSETS-OT",1,"4","1131","id-mi-004","id-1131","Sale of Assets - Other",""
"MI-REPORTS-MERGER-AG-001","Michigan","MI","MG","Yes",1,1,2,7,41,"REPORTS","Notice, Filing or Review of Transactions","MERGER","Mergers","REQMNT","requirement","AG","Attorney General","MI Code § 450.251",,"Code","no",,"{SS}: 450.251","{SS}: 450.251","",,"M.C.L. 450.251 - 450.252a",,,,,,,,,,"MI-REPORTS-MERGER-AG",1,"5","1132","id-mi-005","id-1132","Mergers - AG","{SS}: 450.251"
"MI-REPORTS-MERGER-OT-001","Michigan","MI","MG","Yes",1,1,2,7,41,"REPORTS","Notice, Filing or Review of Transactions","MERGER","Mergers","REQMNT","requirement","OT","Other","MI Code § 450.2707","michigan","Code","no",,"{SS}: 450.2707","{SS}: 450.2707","{SS}: 450.2707","450.2707 Certificate of merger; signing and filing; contents; determining effectiveness.Sec. 707. (1) After a plan of merger is approved under this act, each constituent corporation shall sign and file a certificate of merger on behalf of that corporation. The certificate shall set forth all of the following: (a) The statements required under section 701(2)(a), (b), and (d), and the manner and basis of converting the shares or memberships of each constituent corporation that is organized on a stock or membership basis as set forth in the plan of merger. (b) A statement that the boards have adopted the plan of merger under section 701. (c) A statement that the surviving corporation will furnish the plan of merger, on request and without cost, to any shareholder or member of any constituent corporation. (d) If approval of the shareholders or members of 1 or more corporations that are parties to the merger was required, a statement that the plan was approved by the shareholders or members under section 703a. (e) If section 706 applies to the merger, a statement that the merging corporation has not commenced business, has not issued any shares or memberships, and has not elected a board and that the plan of merger was approved by the unanimous consent of the incorporators. (f) A statement of any assumed names of merging corporations that are transferred to the surviving corporation under section 217(3), specifying each transferred assumed name and the name of the corporation from which it is transferred. The certificate may include a statement of corporate names or assumed names of merging corporations that are to be treated as newly filed assumed names of the surviving corporation under section 217(4). (2) Section 131 applies in determining when a certificate of merger under this section becomes effective. History: 1982, Act 162, Eff. Jan. 1, 1983 ;-- Am. 2014, Act 557, Imd. Eff. Jan. 15, 2015","M.C.L. 450.2707",,,,,,,,,,"MI-REPORTS-MERGER-OT",1,"6","1133","id-mi-006","id-1133","Mergers - Other","{SS}: 450.2707 ;; {SS}: 450.2707"
"MI-REPORTS-AMMEND-AG-001","Michigan","MI","CA","Yes",1,1,2,7,41,"REPORTS","Notice, Filing or Review of Transactions","AMMEND","Certificate of Amendments","REQMNT","requirement","AG","Attorney General","MI Code § 450.251",,"Code","no",,"{SS}: 450.251","{SS}: 450.251","",,"M.C.L. 450.251 - 450.252a: Charitable Purpose Orgs must provide notice to AG",,,,,,,,,,"MI-REPORTS-AMMEND-AG",1,"7","1134","id-mi-007","id-1134","Certificate of Amendments - AG","{SS}: 450.251"
"MI-REPORTS-AMMEND-OT-001","Michigan","MI","CA","Yes",1,1,2,7,41,"REPORTS","Notice, Filing or Review of Transactions","AMMEND","Certificate of Amendments","REQMNT","requirement","OT","Other","MI Code § 450.2631","michigan","Code","no",,"{SS}: 450.2631","{SS}: 450.2631","{SS}: 450.2631","450.2631 Certificate of amendment; signing and execution; filing; contents.Sec. 631. (1) If an amendment to the articles of incorporation is approved under section 611(1)(a), a majority of the incorporators shall sign and file a certificate of amendment on behalf of the corporation that sets forth the amendment and certifies that the amendment was adopted by unanimous consent of the incorporators before the first meeting of the board. (2) If an amendment to the articles of incorporation is approved under section 611(1)(a) or section 611(2), an officer of the corporation shall execute and file a certificate of amendment on behalf of the corporation that sets forth the amendment and certifies that it was adopted by the board of directors. (3) Except for an amendment to the articles of incorporation described in subsection (1) or (2) or as otherwise provided in this act, if an amendment is approved, an officer of the corporation shall execute and file a certificate of amendment on behalf of the corporation that sets forth the amendment and certifies that the amendment was adopted in the manner required under section 611(3). (4) If a corporation amends an article in its articles of incorporation that is divided into separately identified sections, the certificate of amendment may only set forth the section of the article that was amended. Otherwise, the certificate of amendment must set forth the entire article that was amended. History: 1982, Act 162, Eff. Jan. 1, 1983 ;-- Am. 2014, Act 557, Imd. Eff. Jan. 15, 2015","M.C.L. 450.2631",,,,,,,,,,"MI-REPORTS-AMMEND-OT",1,"8","1135","id-mi-008","id-1135","Certificate of Amendments - Other","{SS}: 450.2631 ;; {SS}: 450.2631"
"MI-DISSOLV-VOLUNT-AG-001","Michigan","MI","VD","Yes",1,1,3,6,41,"DISSOLV","Notice or Action for Dissolutions","VOLUNT","Voluntary Dissolutions","REQMNT","requirement","AG","Attorney General","MI Code § 450.252",,"Code","no",,"{SS}: 450.252","{SS}: 450.252","",,"M.C.L. 450.252",,,,,,,,,,"MI-DISSOLV-VOLUNT-AG",1,"9","1136","id-mi-009","id-1136","Voluntary Dissolutions - AG","{SS}: 450.252"
"MI-DISSOLV-VOLUNT-OT-001","Michigan","MI","VD","Yes",1,2,3,6,41,"DISSOLV","Notice or Action for Dissolutions","VOLUNT","Voluntary Dissolutions","REQMNT","requirement","OT","Other","MI Code § 450.252",,"Code","no",,"{SS}: 450.252","{SS}: 450.252","",,"Order of the Court M.C.L. 450.252; Filing with Dept. of Licensing & Regulatory Affairs M.C.L. 450.252",,,,,,,,,,"MI-DISSOLV-VOLUNT-OT",1,"10","1137","id-mi-010","id-1137","Voluntary Dissolutions - Other","{SS}: 450.252"
